Name,Price,Stars,Score,Spoken Language,Reviews,Location,Floors,Rooms,Resturents,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Elevator,Hair Dryer,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score
Coral Bungalows,JMI,3 star,"7.5
Very good
858 reviews","English, Thai",858 reviews,"70/8, Moo 6, Haad Rin, Koh Phangan, Haad Rin, Ko Pha-ngan, Thailand, 84280",1,2005,92,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,0,6.8,7.3,7.9,6.0,7.6
Yoghurt Home 3,815,2.5 star,"7.6
Very good
56 reviews","English, Thai",56 reviews,"90/6 Moo 6, Soi Tommy,, Haad Rin, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,0,7.8,6.7,8.0,5.0,7.8
Cassiopeia Srithanu Apartments,208,0 star,"8.5
Excellent
9 reviews",English,9 reviews,"Sri Thanu, Ko Pha-ngan, Thailand",,,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,8.6,8.3,8.6,8.9,8.9
Pen's Bungalow,146,2 star,"7.7
Very good
323 reviews","English, Burmese, Khmer, Lao, Thai",323 reviews,"8/3 m.5 Bann tai, Thong nai pan yai beach, Koh Phangan, Thong Nai Pan Yai, Ko Pha-ngan, Thailand, 84280",1,23,1,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,0,7.3,7.0,8.6,6.4,7.4
Anantara Rasananda Koh Phangan Villas (SHA Extra Plus),"1,118",5 star,"9.2
Exceptional
497 reviews","English, French, German, Greek, Italian, Russian, Spanish, Thai",497 reviews,"5/5 Moo 5, Baan Tai , Thong Nai Pan Noi, Ko Pha-ngan, Thailand, 84280",2,64,2,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,0,9.6,9.3,9.1,9.3,9.5
Mai Pen Rai Bungalows,89,2 star,"7.6
Very good
496 reviews","English, Thai",496 reviews,"Than Sadet Beach Surat thani 84280, Thailand, Than Sadet Beach, Ko Pha-ngan, Thailand, 84280",1,50,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,6.4,6.7,8.5,6.5,7.4
Phangan Mantra Resort,796,2 star,"8.5
Excellent
32 reviews","English, Thai",32 reviews,"No.202/1, Full Moon Beach, Baantai, Koh Phangan, Suratthani, Thailand, Haad Rin, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,0,8.4,7.7,9.1,9.0,8.3
Thong Nai Pan Beach Resort,94,0 star,"8.6
Excellent
116 reviews","English, Thai",116 reviews,"6/12 Moo 5 Thong Nai Pan Yai, Thong Nai Pan Yai, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,3,8.3,8.1,9.2,8.3,9.2
Phangan Centerpoint Hotel,498,2 star,"7.0
Very good
37 reviews","English, Thai",37 reviews,"26/6 Moo 1 , Thong Sala, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,0,7.1,7.0,7.9,6.1,7.3
Seaboard Bungalow,178,3 star,"7.9
Very good
96 reviews","English, Burmese, French, Italian, Spanish, Thai",96 reviews,"53/1 Moo 8, Haad Yao, Haad Salad, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,7.6,7.2,9.1,7.0,7.9
Neptune's Villa Hotel,JMI,3 star,"8.0
Excellent
392 reviews","English, Thai",392 reviews,"110/1 Moo 6, Haad Rin, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,5,8.3,7.7,8.5,7.7,8.4
Modern Resort,634,1.5 star,"6.1
Good
81 reviews","English, Thai",81 reviews,"110/47 Haad Rin, Koh Phangan, Suratthani , Haad Rin, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,0,4.5,3.0,6.5,5.5,3.5
Secret Place Hotel and Restaurant,498,0 star,"6.4
Good
123 reviews","English, Russian",123 reviews,"56/1 moo8 haad yao, Haad Salad, Ko Pha-ngan, Thailand, 84280",,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,6.2,5.9,7.1,6.6,7.3
